player_id,scenario_id,scenario,action,empathy_response,confidence_response
P137,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.64,4.12
P137,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.65,3.96
P137,4,Phát hiện bình luận xúc phạm,Không làm gì,3.62,4.22
P137,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.08,4.0
P138,1,Video bắt nạt trong nhóm chat,Báo giáo viên,5.0,3.74
P138,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,4.93,4.09
P138,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,5.0,3.82
P138,4,Phát hiện bình luận xúc phạm,Không làm gì,5.0,4.35
P138,5,Bạn bị quay video và chia sẻ,Không làm gì,5.0,4.54
P139,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.52,3.22
P139,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.42,3.43
P139,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.7,2.96
P139,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.1,3.07
P139,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.23,3.1
P140,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.99,3.46
P140,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.67,3.58
P140,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.89,3.01
P140,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.53,3.62
P140,5,Bạn bị quay video và chia sẻ,Không làm gì,3.98,3.45
P141,1,Video bắt nạt trong nhóm chat,Không làm gì,3.2,3.96
P141,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.51,3.51
P141,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.51,3.76
P141,4,Phát hiện bình luận xúc phạm,Không làm gì,3.52,3.26
P141,5,Bạn bị quay video và chia sẻ,Không làm gì,3.89,4.13
P142,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.05,4.65
P142,2,Chứng kiến bạn bị cô lập,Không làm gì,3.84,4.93
P142,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.04,5.0
P142,4,Phát hiện bình luận xúc phạm,Không làm gì,3.71,4.95
P142,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.0,5.0
P143,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.47,4.04
P143,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.31,4.19
P143,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.39,3.62
P143,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.64,4.01
P143,5,Bạn bị quay video và chia sẻ,Không làm gì,3.18,3.72
P144,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.41,3.69
P144,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.39,3.65
P144,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.76,3.84
P144,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.39,3.81
P144,5,Bạn bị quay video và chia sẻ,Không làm gì,3.08,3.67
P145,1,Video bắt nạt trong nhóm chat,Không làm gì,3.75,2.93
P145,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.09,2.82
P145,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.03,2.78
P145,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.21,2.63
P145,5,Bạn bị quay video và chia sẻ,Không làm gì,3.3,3.21
P146,1,Video bắt nạt trong nhóm chat,Không làm gì,3.35,3.32
P146,2,Chứng kiến bạn bị cô lập,Không làm gì,3.71,3.2
P146,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.42,3.15
P146,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.31,3.16
P146,5,Bạn bị quay video và chia sẻ,Không làm gì,3.62,3.08
P147,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.07,3.14
P147,2,Chứng kiến bạn bị cô lập,Không làm gì,3.51,3.12
P147,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.48,3.02
P147,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.57,3.05
P147,5,Bạn bị quay video và chia sẻ,Không làm gì,3.5,3.52
P148,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.21,3.97
P148,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.45,3.69
P148,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.13,3.33
P148,4,Phát hiện bình luận xúc phạm,Không làm gì,3.47,3.43
P148,5,Bạn bị quay video và chia sẻ,Không làm gì,3.4,3.75
P149,1,Video bắt nạt trong nhóm chat,Không làm gì,4.25,4.23
P149,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.0,4.49
P149,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.16,4.39
P149,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.2,3.93
P149,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,4.27,4.46
P150,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.35,4.34
P150,2,Chứng kiến bạn bị cô lập,Không làm gì,4.59,4.37
P150,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.68,4.76
P150,4,Phát hiện bình luận xúc phạm,Báo giáo viên,4.87,4.07
P150,5,Bạn bị quay video và chia sẻ,Không làm gì,4.76,4.73
P151,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.04,3.66
P151,2,Chứng kiến bạn bị cô lập,Không làm gì,4.44,3.65
P151,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.0,3.65
P151,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.98,3.4
P151,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.85,3.78
P152,1,Video bắt nạt trong nhóm chat,Không làm gì,2.62,3.67
P152,2,Chứng kiến bạn bị cô lập,Không làm gì,2.94,2.94
P152,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,2.91,2.76
P152,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,2.98,3.51
P152,5,Bạn bị quay video và chia sẻ,Không làm gì,2.67,3.32
P153,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.35,4.3
P153,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.6,4.8
P153,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.35,4.43
P153,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.11,4.77
P153,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.67,4.31
P154,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.72,3.79
P154,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.55,3.15
P154,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.91,3.24
P154,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.33,3.46
P154,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.8,3.58
P155,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.58,3.24
P155,2,Chứng kiến bạn bị cô lập,Không làm gì,4.49,3.26
P155,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.85,3.05
P155,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.54,2.83
P155,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.58,3.07
P156,1,Video bắt nạt trong nhóm chat,Không làm gì,3.78,4.65
P156,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.22,4.22
P156,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.32,4.15
P156,4,Phát hiện bình luận xúc phạm,Không làm gì,3.39,4.07
P156,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.06,4.42
P157,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.2,3.21
P157,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.26,3.25
P157,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.1,3.62
P157,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.03,3.52
P157,5,Bạn bị quay video và chia sẻ,Không làm gì,2.91,3.36
P158,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.07,3.49
P158,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.08,3.29
P158,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.0,3.61
P158,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.06,3.62
P158,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.1,3.8
P159,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.89,3.41
P159,2,Chứng kiến bạn bị cô lập,Không làm gì,3.37,3.31
P159,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.55,3.48
P159,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.48,3.25
P159,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.56,3.62
P160,1,Video bắt nạt trong nhóm chat,Không làm gì,3.8,3.89
P160,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.55,3.8
P160,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.64,3.82
P160,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.79,3.58
P160,5,Bạn bị quay video và chia sẻ,Không làm gì,3.56,4.11
P161,1,Video bắt nạt trong nhóm chat,Báo giáo viên,4.17,5.0
P161,2,Chứng kiến bạn bị cô lập,Không làm gì,4.21,4.21
P161,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.1,4.02
P161,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.1,4.25
P161,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.35,4.32
P162,1,Video bắt nạt trong nhóm chat,Không làm gì,3.23,4.0
P162,2,Chứng kiến bạn bị cô lập,Không làm gì,3.69,4.08
P162,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.72,4.36
P162,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.38,4.25
P162,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.36,3.68
P163,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.18,3.66
P163,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,4.24,3.1
P163,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.24,3.88
P163,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.56,3.43
P163,5,Bạn bị quay video và chia sẻ,Không làm gì,4.49,3.36
P164,1,Video bắt nạt trong nhóm chat,Báo giáo viên,2.24,2.97
P164,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.06,3.13
P164,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,2.61,3.13
P164,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.15,3.61
P164,5,Bạn bị quay video và chia sẻ,Không làm gì,3.22,3.16
P165,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.77,2.44
P165,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,4.07,2.53
P165,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.75,2.55
P165,4,Phát hiện bình luận xúc phạm,Không làm gì,3.55,2.61
P165,5,Bạn bị quay video và chia sẻ,Báo giáo viên,3.55,2.69
P166,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.7,2.63
P166,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.56,2.48
P166,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.14,2.29
P166,4,Phát hiện bình luận xúc phạm,Không làm gì,3.66,2.36
P166,5,Bạn bị quay video và chia sẻ,Không làm gì,4.13,2.47
P167,1,Video bắt nạt trong nhóm chat,Không làm gì,4.74,4.69
P167,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,4.59,4.74
P167,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,4.97,4.49
P167,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.66,4.35
P167,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,5.0,4.88
P168,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.58,3.23
P168,2,Chứng kiến bạn bị cô lập,Không làm gì,3.22,2.97
P168,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.73,2.89
P168,4,Phát hiện bình luận xúc phạm,Không làm gì,3.51,2.95
P168,5,Bạn bị quay video và chia sẻ,Không làm gì,3.81,3.07
P169,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.82,3.07
P169,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,4.23,3.71
P169,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.69,3.48
P169,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.25,3.95
P169,5,Bạn bị quay video và chia sẻ,Không làm gì,4.28,3.7
P170,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.87,3.77
P170,2,Chứng kiến bạn bị cô lập,Báo giáo viên,5.0,4.35
P170,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.96,5.0
P170,4,Phát hiện bình luận xúc phạm,Báo giáo viên,4.31,4.73
P170,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,4.76,4.37
P171,1,Video bắt nạt trong nhóm chat,Không làm gì,4.03,3.25
P171,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.9,3.44
P171,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.66,3.55
P171,4,Phát hiện bình luận xúc phạm,Không làm gì,3.94,3.08
P171,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.93,3.67
P172,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.59,3.63
P172,2,Chứng kiến bạn bị cô lập,Không làm gì,3.54,3.73
P172,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.89,4.0
P172,4,Phát hiện bình luận xúc phạm,Không làm gì,3.68,3.71
P172,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.74,3.86
P173,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.78,4.17
P173,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.91,3.96
P173,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.98,4.04
P173,4,Phát hiện bình luận xúc phạm,Không làm gì,3.93,4.03
P173,5,Bạn bị quay video và chia sẻ,Không làm gì,4.35,4.23
P174,1,Video bắt nạt trong nhóm chat,Báo giáo viên,4.07,4.02
P174,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.63,4.37
P174,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.07,4.5
P174,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.7,4.07
P174,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.44,4.03
P175,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.84,3.75
P175,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.75,3.82
P175,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.67,3.58
P175,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.61,3.12
P175,5,Bạn bị quay video và chia sẻ,Không làm gì,3.54,3.46
P176,1,Video bắt nạt trong nhóm chat,Không làm gì,3.59,3.6
P176,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.41,3.79
P176,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.05,3.85
P176,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.52,3.35
P176,5,Bạn bị quay video và chia sẻ,Không làm gì,3.57,3.13
P177,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,3.47,3.94
P177,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.55,3.83
P177,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.99,4.03
P177,4,Phát hiện bình luận xúc phạm,Không làm gì,3.77,3.95
P177,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.22,4.16
P178,1,Video bắt nạt trong nhóm chat,Không làm gì,3.97,2.96
P178,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,4.11,3.48
P178,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.68,3.01
P178,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.77,2.77
P178,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.59,3.03
P179,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.47,3.77
P179,2,Chứng kiến bạn bị cô lập,Không làm gì,3.58,3.52
P179,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,2.99,3.21
P179,4,Phát hiện bình luận xúc phạm,Không làm gì,3.37,3.47
P179,5,Bạn bị quay video và chia sẻ,Không làm gì,3.12,4.05
P180,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.73,3.75
P180,2,Chứng kiến bạn bị cô lập,Không làm gì,4.37,3.55
P180,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,4.11,3.62
P180,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,4.41,3.29
P180,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.43,3.56
P181,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,2.99,2.9
P181,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.37,3.59
P181,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.61,2.79
P181,4,Phát hiện bình luận xúc phạm,Không làm gì,3.59,2.73
P181,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.74,3.0
P182,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,4.35,4.35
P182,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,4.05,3.67
P182,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.22,4.28
P182,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.99,3.31
P182,5,Bạn bị quay video và chia sẻ,Không làm gì,4.26,4.16
P183,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.47,3.67
P183,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,4.07,4.08
P183,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.7,3.69
P183,4,Phát hiện bình luận xúc phạm,Không làm gì,4.22,3.9
P183,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.04,3.8
P184,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.68,3.87
P184,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,4.41,3.78
P184,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,4.31,4.14
P184,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.21,4.07
P184,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,4.06,3.98
P185,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.57,3.39
P185,2,Chứng kiến bạn bị cô lập,Báo giáo viên,4.27,3.41
P185,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.6,2.84
P185,4,Phát hiện bình luận xúc phạm,Báo giáo viên,4.71,3.27
P185,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,4.53,3.65
P186,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.24,3.31
P186,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.51,3.29
P186,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.01,3.28
P186,4,Phát hiện bình luận xúc phạm,Báo giáo viên,3.44,3.54
P186,5,Bạn bị quay video và chia sẻ,Không làm gì,3.28,3.39
P187,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,5.0,4.19
P187,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,4.98,4.14
P187,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,4.62,4.35
P187,4,Phát hiện bình luận xúc phạm,Báo giáo viên,5.0,4.27
P187,5,Bạn bị quay video và chia sẻ,Không làm gì,5.0,4.44
P188,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.8,3.53
P188,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,4.17,3.51
P188,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.94,3.55
P188,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,4.31,3.24
P188,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.18,3.04
P189,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.96,3.65
P189,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.17,3.33
P189,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.61,3.69
P189,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,3.65,3.91
P189,5,Bạn bị quay video và chia sẻ,Không làm gì,3.17,3.65
P190,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.09,4.07
P190,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.52,3.98
P190,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.32,4.2
P190,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.8,4.03
P190,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.51,4.02
P191,1,Video bắt nạt trong nhóm chat,Báo giáo viên,3.33,4.3
P191,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.92,4.36
P191,3,Bạn bè rủ tham gia bắt nạt,Hỗ trợ nạn nhân,3.33,4.18
P191,4,Phát hiện bình luận xúc phạm,Không làm gì,3.19,4.23
P191,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.62,3.62
P192,1,Video bắt nạt trong nhóm chat,Báo giáo viên,2.7,2.13
P192,2,Chứng kiến bạn bị cô lập,Không làm gì,2.91,1.9
P192,3,Bạn bè rủ tham gia bắt nạt,Can thiệp trực tiếp,3.09,2.26
P192,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,2.94,2.01
P192,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,3.25,2.61
P193,1,Video bắt nạt trong nhóm chat,Can thiệp trực tiếp,3.16,2.31
P193,2,Chứng kiến bạn bị cô lập,Không làm gì,3.4,2.37
P193,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.25,2.64
P193,4,Phát hiện bình luận xúc phạm,Can thiệp trực tiếp,2.8,2.79
P193,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,3.3,2.36
P194,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.32,3.68
P194,2,Chứng kiến bạn bị cô lập,Báo giáo viên,3.91,4.06
P194,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.35,3.8
P194,4,Phát hiện bình luận xúc phạm,Không làm gì,4.58,3.43
P194,5,Bạn bị quay video và chia sẻ,Báo giáo viên,4.46,3.62
P195,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.57,4.47
P195,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,4.34,4.85
P195,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,4.47,5.0
P195,4,Phát hiện bình luận xúc phạm,Báo giáo viên,4.18,4.82
P195,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,4.33,4.78
P196,1,Video bắt nạt trong nhóm chat,Không làm gì,4.4,3.84
P196,2,Chứng kiến bạn bị cô lập,Hỗ trợ nạn nhân,3.46,3.84
P196,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,3.93,3.52
P196,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.88,3.96
P196,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.52,4.01
P197,1,Video bắt nạt trong nhóm chat,Không làm gì,2.45,2.8
P197,2,Chứng kiến bạn bị cô lập,Không làm gì,2.49,2.52
P197,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,2.31,2.25
P197,4,Phát hiện bình luận xúc phạm,Không làm gì,2.5,2.73
P197,5,Bạn bị quay video và chia sẻ,Không làm gì,2.58,2.59
P198,1,Video bắt nạt trong nhóm chat,Hỗ trợ nạn nhân,4.06,3.13
P198,2,Chứng kiến bạn bị cô lập,Không làm gì,3.97,3.17
P198,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,4.05,2.79
P198,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.93,2.85
P198,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.54,3.11
P199,1,Video bắt nạt trong nhóm chat,Không làm gì,4.3,3.28
P199,2,Chứng kiến bạn bị cô lập,Can thiệp trực tiếp,3.78,3.07
P199,3,Bạn bè rủ tham gia bắt nạt,Báo giáo viên,3.86,3.48
P199,4,Phát hiện bình luận xúc phạm,Hỗ trợ nạn nhân,3.76,3.37
P199,5,Bạn bị quay video và chia sẻ,Hỗ trợ nạn nhân,4.28,3.61
P200,1,Video bắt nạt trong nhóm chat,Không làm gì,2.56,3.2
P200,2,Chứng kiến bạn bị cô lập,Không làm gì,3.23,2.87
P200,3,Bạn bè rủ tham gia bắt nạt,Không làm gì,2.28,2.55
P200,4,Phát hiện bình luận xúc phạm,Không làm gì,2.84,2.55
P200,5,Bạn bị quay video và chia sẻ,Can thiệp trực tiếp,2.57,3.13
